"Domain"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SubSpecie"	"Specie"	"taxRank"	"taxID"	"Max"	"A54.cladeReads"	"A55.cladeReads"	"A56.cladeReads"	"A57.cladeReads"	"A58.cladeReads"	"A59.cladeReads"	"A60.cladeReads"	"A61.cladeReads"	"A62.cladeReads"	"A63.cladeReads"
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	NA	"Aeromonas sp. ASNIH2"	"S"	1636607	179	78	9	2	2	NA	179	39	13	NA	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	NA	"Aeromonas sp. ASNIH4"	"S"	1636609	1073	43	319	9	9	37	16	8	1073	143	2
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	NA	"Aeromonas aquatica"	"S"	558964	44	20	31	NA	4	44	NA	NA	42	15	NA
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	NA	"Aeromonas sp. ASNIH7"	"S"	1920107	32	24	32	2	3	20	3	17	NA	NA	NA
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Aeromonas"	NA	"Aeromonas sp. ASNIH1"	"S"	1636606	394	10	73	7	NA	394	9	292	123	23	305
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	NA	NA	"Tolumonas"	"G"	43947	1113	353	193	1029	456	232	883	367	200	1113	494
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Tolumonas"	NA	"Tolumonas auensis"	"S"	43948	1113	353	193	1029	456	232	883	367	200	1113	494
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	NA	NA	"Oceanisphaera"	"G"	225143	682	307	185	6	186	195	32	262	626	682	30
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Oceanisphaera"	NA	"Oceanisphaera profunda"	"S"	1416627	251	251	101	5	86	156	5	248	213	102	19
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Oceanisphaera"	NA	"Oceanisphaera avium"	"S"	1903694	579	55	84	1	99	39	27	13	413	579	11
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	NA	NA	"Oceanimonas"	"G"	129577	425	313	425	11	19	77	55	15	274	39	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Oceanimonas"	NA	"Oceanimonas sp. GK1"	"S"	511062	425	313	425	11	19	77	55	15	274	39	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	NA	NA	"Zobellella"	"G"	347533	445	293	321	7	28	119	51	76	445	25	42
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Aeromonadales"	"Aeromonadaceae"	"Zobellella"	NA	"Zobellella denitrificans"	"S"	347534	445	293	321	7	28	119	51	76	445	25	42
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Chromatiales"	"O"	135613	5261	3884	5261	1852	2476	3560	3512	3057	4430	2542	1388
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	NA	NA	NA	"Ectothiorhodospiraceae"	"F"	72276	2534	1901	2534	895	661	1500	1651	1197	2067	1836	528
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	NA	NA	"Thioalkalivibrio"	"G"	106633	1146	1122	1130	792	323	953	1146	699	890	378	356
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Thioalkalivibrio"	NA	"Thioalkalivibrio sp. K90mix"	"S"	396595	331	331	74	2	22	281	24	18	68	28	115
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Thioalkalivibrio"	NA	"Thioalkalivibrio paradoxus"	"S"	108010	765	369	229	623	167	383	765	567	429	98	53
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Thioalkalivibrio"	NA	"Thioalkalivibrio sulfidiphilus"	"S"	1033854	352	147	352	16	48	195	181	55	193	157	23
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Thioalkalivibrio"	NA	"Thioalkalivibrio versutus"	"S"	106634	137	122	71	124	10	31	65	12	137	28	52
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Thioalkalivibrio"	NA	"Thioalkalivibrio nitratireducens"	"S"	186931	400	151	400	26	74	61	110	44	61	64	110
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	NA	NA	"Ectothiorhodospira"	"G"	1051	543	200	324	1	53	66	46	39	80	543	15
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Ectothiorhodospira"	NA	"Ectothiorhodospira sp. BSL-9"	"S"	1442136	543	200	324	1	53	66	46	39	80	543	15
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	NA	NA	"Spiribacter"	"G"	1335745	687	191	290	16	3	114	82	33	687	133	27
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Spiribacter"	NA	"Spiribacter curvatus"	"S"	1335757	474	143	189	13	2	34	60	27	474	131	15
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Spiribacter"	NA	"Spiribacter salinus"	"S"	1335746	212	48	100	3	1	80	21	6	212	2	12
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	NA	NA	"Acidihalobacter"	"G"	1765964	631	179	445	24	86	157	150	325	121	631	57
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Acidihalobacter"	NA	"Acidihalobacter prosperus"	"S"	160660	618	149	333	12	15	80	127	100	89	618	29
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Acidihalobacter"	NA	"Acidihalobacter ferrooxidans"	"S"	1765967	225	30	111	12	71	76	23	225	31	13	27
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	NA	NA	"Alkalilimnicola"	"G"	133193	189	114	189	23	38	73	153	60	124	68	17
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Alkalilimnicola"	NA	"Alkalilimnicola ehrlichii"	"S"	351052	189	114	189	23	38	73	153	60	124	68	17
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	NA	NA	"Halorhodospira"	"G"	85108	162	94	155	39	158	134	72	40	162	79	56
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Halorhodospira"	NA	"Halorhodospira halophila"	"S"	1053	136	83	136	30	124	129	66	38	131	45	33
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Halorhodospira"	NA	"Halorhodospira halochloris"	"S"	1052	34	10	19	9	34	5	6	2	30	34	23
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	NA	NA	NA	"Chromatiaceae"	"F"	1046	1888	1482	1888	911	1373	1490	1660	1704	1674	654	675
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Thiodictyon"	"G"	53392	854	527	370	797	658	508	854	689	458	87	152
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thiodictyon"	NA	"Candidatus Thiodictyon syntrophicum"	"S"	1166950	854	527	370	797	658	508	854	689	458	87	152
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Allochromatium"	"G"	85072	438	438	190	20	64	116	256	32	164	134	92
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Allochromatium"	NA	"Allochromatium vinosum"	"S"	1049	438	438	190	20	64	116	256	32	164	134	92
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Thiocystis"	"G"	13724	537	177	267	33	72	232	173	537	140	278	199
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thiocystis"	NA	"Thiocystis violascens"	"S"	73141	537	177	267	33	72	232	173	537	140	278	199
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"unclassified Chromatiaceae"	"-"	82569	294	87	294	4	150	80	49	13	280	12	21
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"unclassified Chromatiaceae"	NA	"Chromatiaceae bacterium 2141T.STBD.0c.01a"	"S"	1978339	294	87	294	4	150	80	49	13	280	12	21
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Thioflavicoccus"	"G"	156885	229	84	229	8	141	145	97	29	173	13	21
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thioflavicoccus"	NA	"Thioflavicoccus mobilis"	"S"	80679	229	84	229	8	141	145	97	29	173	13	21
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Nitrosococcus"	"G"	1227	245	76	149	15	113	245	15	58	179	72	116
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Nitrosococcus"	NA	"Nitrosococcus watsonii"	"S"	473531	76	44	15	1	6	76	4	34	19	NA	NA
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Nitrosococcus"	NA	"Nitrosococcus halophilus"	"S"	133539	104	15	104	4	2	92	9	4	9	48	98
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Nitrosococcus"	NA	"Nitrosococcus oceani"	"S"	1229	150	16	29	10	104	76	2	19	150	24	17
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Marichromatium"	"G"	85076	357	83	357	31	162	116	202	333	85	54	68
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Marichromatium"	NA	"Marichromatium purpuratum"	"S"	37487	357	83	357	31	162	116	202	333	85	54	68
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	NA	NA	"Candidatus Nitrosoglobus"	"G"	1980513	190	6	30	3	10	45	11	10	190	2	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Candidatus Nitrosoglobus"	NA	"Candidatus Nitrosoglobus terrae"	"S"	1630141	190	6	30	3	10	45	11	10	190	2	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	NA	NA	NA	"Halothiobacillaceae"	"F"	255526	343	201	343	16	98	172	41	17	214	12	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Halothiobacillaceae"	NA	NA	"Halothiobacillus"	"G"	109262	343	201	343	16	98	172	41	17	214	12	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Halothiobacillaceae"	"Halothiobacillus"	NA	"Halothiobacillus sp. LS2"	"S"	1860122	304	163	304	14	87	154	22	15	149	7	2
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Halothiobacillaceae"	"Halothiobacillus"	NA	"Halothiobacillus neapolitanus"	"S"	927	64	37	39	2	11	18	19	2	64	5	6
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	NA	NA	NA	"Wenzhouxiangellaceae"	"F"	1676141	254	139	254	5	213	120	56	99	120	9	69
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Wenzhouxiangellaceae"	NA	NA	"Wenzhouxiangella"	"G"	1676142	254	139	254	5	213	120	56	99	120	9	69
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Wenzhouxiangellaceae"	"Wenzhouxiangella"	NA	"Wenzhouxiangella marina"	"S"	1579979	254	139	254	5	213	120	56	99	120	9	69
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	NA	NA	NA	"Granulosicoccaceae"	"F"	449719	230	96	138	19	80	230	83	31	128	19	81
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Granulosicoccaceae"	NA	NA	"Granulosicoccus"	"G"	437504	230	96	138	19	80	230	83	31	128	19	81
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Granulosicoccaceae"	"Granulosicoccus"	NA	"Granulosicoccus antarcticus"	"S"	437505	230	96	138	19	80	230	83	31	128	19	81
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	NA	NA	NA	"Woeseiaceae"	"F"	1738654	226	64	101	5	50	45	19	8	226	11	26
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Woeseiaceae"	NA	NA	"Woeseia"	"G"	1738655	226	64	101	5	50	45	19	8	226	11	26
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Woeseiaceae"	"Woeseia"	NA	"Woeseia oceani"	"S"	1548547	226	64	101	5	50	45	19	8	226	11	26
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Cellvibrionales"	"O"	1706369	4356	2316	2192	2814	2540	2588	4356	2439	2707	3030	2929
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	NA	NA	NA	"Cellvibrionaceae"	"F"	1706371	3000	858	807	1894	1173	1302	3000	1130	1378	1180	1340
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	NA	"Cellvibrio"	"G"	10	1937	498	357	1096	728	991	1937	789	615	848	1150
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"	NA	"Cellvibrio sp. PSBB023"	"S"	1945512	1019	327	167	1019	248	544	955	371	43	788	791
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"	NA	"Cellvibrio sp. PSBB006"	"S"	1987723	951	131	102	74	439	167	951	389	59	59	328
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Cellvibrio"	NA	"Cellvibrio japonicus"	"S"	155077	513	38	87	3	40	279	30	28	513	1	30
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	NA	"Agarilytica"	"G"	2036021	419	109	72	7	367	93	38	53	419	289	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Agarilytica"	NA	"Agarilytica rhodophyticola"	"S"	1737490	419	109	72	7	367	93	38	53	419	289	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	NA	"Teredinibacter"	"G"	2425	193	103	96	3	12	77	117	25	193	15	13
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Teredinibacter"	NA	"Teredinibacter turnerae"	"S"	2426	193	103	96	3	12	77	117	25	193	15	13
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	NA	"Saccharophagus"	"G"	316625	880	98	197	783	61	91	880	254	76	5	15
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Saccharophagus"	NA	"Saccharophagus degradans"	"S"	86304	880	98	197	783	61	91	880	254	76	5	15
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	NA	NA	"Simiduia"	"G"	447467	153	48	84	5	3	50	27	8	74	22	153
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Cellvibrionaceae"	"Simiduia"	NA	"Simiduia agarivorans"	"S"	447471	153	48	84	5	3	50	27	8	74	22	153
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	NA	NA	NA	"Halieaceae"	"F"	1706372	930	665	597	865	763	610	930	868	367	459	755
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	NA	NA	"Halioglobus"	"G"	1217416	656	404	349	656	83	478	364	653	217	314	340
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halioglobus"	NA	"Halioglobus pacificus"	"S"	930806	650	349	284	650	73	277	357	646	106	305	332
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halioglobus"	NA	"Halioglobus japonicus"	"S"	930805	201	55	64	6	10	201	7	7	111	8	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	NA	NA	"Congregibacter"	"G"	393661	680	260	247	208	680	131	565	214	150	145	414
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Congregibacter"	NA	"Congregibacter litoralis"	"S"	393662	680	260	247	208	680	131	565	214	150	145	414
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	NA	NA	NA	"Microbulbiferaceae"	"F"	1706373	729	563	471	16	318	388	322	188	729	76	169
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	NA	NA	"Microbulbifer"	"G"	48073	729	563	471	16	318	388	322	188	729	76	169
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	"Microbulbifer"	NA	"Microbulbifer sp. A4B17"	"S"	359370	244	244	71	3	18	73	54	11	150	6	74
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	"Microbulbifer"	NA	"Microbulbifer aggregans"	"S"	1769779	291	171	80	5	291	150	82	104	21	37	28
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	"Microbulbifer"	NA	"Microbulbifer agarilyticus"	"S"	260552	108	77	108	6	1	27	18	8	87	6	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	"Microbulbifer"	NA	"Microbulbifer thermotolerans"	"S"	252514	470	68	211	2	8	137	167	65	470	27	58
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	NA	NA	NA	"Spongiibacteraceae"	"F"	1706375	1313	228	316	38	285	287	103	251	231	1313	665
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	NA	NA	"Oceanicoccus"	"G"	1084558	882	148	182	24	62	182	92	10	80	882	650
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	"Oceanicoccus"	NA	"Oceanicoccus sagamiensis"	"S"	716816	882	148	182	24	62	182	92	10	80	882	650
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	NA	NA	"Zhongshania"	"G"	1434050	415	72	38	4	201	92	5	235	17	415	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	"Zhongshania"	NA	"Zhongshania aliphaticivorans"	"S"	1470434	415	72	38	4	201	92	5	235	17	415	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	NA	NA	"Spongiibacter"	"G"	630749	134	7	96	10	22	12	6	6	134	16	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	"Spongiibacter"	NA	"Spongiibacter sp. IMCC21906"	"S"	1620392	134	7	96	10	22	12	6	6	134	16	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"unclassified Gammaproteobacteria"	"-"	118884	2708	2219	1732	1587	666	2218	963	711	2708	694	988
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"unclassified Gammaproteobacteria (miscellaneous)"	"-"	33811	1238	795	613	1238	265	717	414	218	999	116	329
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"unclassified Gammaproteobacteria (miscellaneous)"	NA	NA	"endosymbiont of unidentified scaly snail isolate Monju"	"S"	1248727	1113	401	156	1113	117	375	260	182	647	63	38
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"unclassified Gammaproteobacteria (miscellaneous)"	NA	NA	"gamma proteobacterium HdN1"	"S"	83406	277	218	277	8	6	37	93	14	104	25	180
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"unclassified Gammaproteobacteria (miscellaneous)"	NA	NA	"Gammaproteobacteria bacterium DM2"	"S"	2169539	280	116	153	18	96	280	51	17	234	23	44
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"unclassified Gammaproteobacteria (miscellaneous)"	NA	NA	"Gammaproteobacteria bacterium ESL0073"	"S"	2070539	98	59	26	98	45	24	9	5	12	4	66
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Candidatus Thioglobus"	"G"	655184	414	338	101	21	107	116	28	56	72	414	87
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Candidatus Thioglobus"	NA	NA	"Candidatus Thioglobus singularis"	"S"	1427364	408	327	82	15	61	65	15	44	34	408	37
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Candidatus Thioglobus"	NA	NA	"Candidatus Thioglobus autotrophicus"	"S"	1705394	50	11	18	6	45	50	13	12	37	6	50
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Sedimenticola"	"G"	349742	242	242	87	15	48	169	74	46	72	5	55
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Sedimenticola"	NA	NA	"Sedimenticola thiotaurini"	"S"	1543721	242	242	87	15	48	169	74	46	72	5	55
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Thiohalobacter"	"G"	1273155	285	206	184	19	31	160	49	39	285	34	120
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Thiohalobacter"	NA	NA	"Thiohalobacter thiocyanaticus"	"S"	585455	285	206	184	19	31	160	49	39	285	34	120
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"sulfur-oxidizing symbionts"	"-"	32036	341	275	341	47	64	326	20	72	234	6	67
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"sulfur-oxidizing symbionts"	NA	NA	"Candidatus Ruthia"	"G"	1541743	169	109	147	12	15	121	1	3	169	1	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"sulfur-oxidizing symbionts"	"Candidatus Ruthia"	NA	"Candidatus Ruthia magnifica"	"S"	386487	169	109	147	12	15	121	1	3	169	1	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"sulfur-oxidizing symbionts"	NA	NA	"Calyptogena okutanii thioautotrophic gill symbiont"	"S"	410330	128	78	38	2	8	128	9	14	10	1	19
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"sulfur-oxidizing symbionts"	NA	NA	"Bathymodiolus septemdierum thioautotrophic gill symbiont"	"S"	113267	155	87	155	33	40	76	10	55	54	4	47
